"ERR","MAD","MSE"
0.295902547065338,0.474750830564784,0.917054263565891
0.319047619047619,0.562569213732004,1.30143964562569
0.374307862679956,0.645514950166113,1.45968992248062
0.346954595791805,0.596124031007752,1.34008859357697
0.380287929125138,0.680398671096346,1.59800664451827
0.380287929125138,0.680952380952381,1.63975636766334
0.376190476190476,0.6718715393134,1.60033222591362
0.39390919158361,0.684496124031008,1.63089700996678
0.375526024363234,0.662679955703211,1.5953488372093
0.408194905869324,0.727131782945736,1.77873754152824
