"ERR","MAD","MSE"
0.689532628895133,1.01916257440142,1.85881101365485
0.680244009731661,0.986490587041808,1.75898876908851
0.653590121107111,0.914612753503488,1.54934149691621
0.641592527089749,0.894515167565918,1.52621578432341
0.635306448572121,0.861262332905404,1.39527736131934
0.63890285396224,0.866053200944438,1.40665685121511
0.632609144529532,0.8459690813276,1.34819102424835
0.62899747730925,0.831871190153426,1.30174792843099
0.627802565782977,0.836378367702376,1.32005808473009
0.625422169154944,0.825002468825467,1.2972699279103
