"ERR","MAD","MSE"
0.71582586024124,1.34834369538435,3.42881700713406
0.711034868062917,1.13861244019139,2.34808612440191
0.697868664584706,1.08833653267627,2.16517978397272
0.698826175400395,1.07157980689339,2.07517090221471
0.698110477609375,1.05960834312237,2.02391399020142
0.699791135432484,1.05699023006618,2.00650058734206
0.701939947855485,1.04740050998482,1.96001604446609
0.707203392258545,1.05481162077758,1.97074091052345
0.707209695441653,1.06056614044638,1.99039566799416
0.701698134830817,1.0507589605478,1.96435091539409
