"ERR","MAD","MSE"
0.489347731712611,0.566610592576514,0.731441285001085
0.479742782721945,0.565831886260039,0.752721402214022
0.465788474061211,0.527604731929672,0.661547644888214
0.451796179726503,0.509927827219449,0.632073475146516
0.417929238115911,0.472381701758194,0.585703820273497
0.43929075320165,0.487860863902757,0.592370306056002
0.423092576514,0.4716518341654,0.573182114174083
0.442264488821359,0.486422834816583,0.579156718037769
0.424571304536575,0.469440525287606,0.565061319730844
0.428291187323638,0.468026915563273,0.553397004558281
