"ERR","MAD","MSE"
0.656250535445166,1.09668012822375,2.42015858861496
0.627441089857197,0.874879706423331,1.48963273862603
0.631714892117577,0.8404534317286,1.33654317345593
0.644895671070168,0.846921087860685,1.31615729535193
0.653197957895944,0.85168299262259,1.30553786258484
0.666869521231937,0.867794621485897,1.3262839323242
0.668702885481409,0.877565983606252,1.35608284333117
0.672483742953542,0.878414575730012,1.3481385877359
0.68432641184319,0.886474077749246,1.34374819811061
0.691404866572652,0.90173294267254,1.37854308256993
