"ERR","MAD","MSE"
0.102105263157895,0.102105263157895,0.102105263157895
0.0989473684210526,0.0989473684210526,0.0989473684210526
0.117894736842105,0.117894736842105,0.117894736842105
0.12,0.12,0.12
0.121052631578947,0.121052631578947,0.121052631578947
0.146315789473684,0.146315789473684,0.146315789473684
0.150526315789474,0.150526315789474,0.150526315789474
0.151578947368421,0.151578947368421,0.151578947368421
0.164210526315789,0.164210526315789,0.164210526315789
0.178947368421053,0.178947368421053,0.178947368421053
