"ERR","MAD","MSE"
0.688641607340043,1.02247843144296,1.8765609710115
0.668261228667104,0.972736535923655,1.73812898939752
0.64488414475397,0.899602294661053,1.50433166650208
0.648495811974252,0.894523696235714,1.48307193708535
0.638307642585893,0.867852750271571,1.41923663916545
0.632901363689413,0.859145427286357,1.38594520105217
0.634998518704719,0.856744831177226,1.37694521002972
0.6335046548582,0.845374767705967,1.33683801811669
0.627812441084847,0.850462792555818,1.38027632890142
0.631407050965535,0.849565935595077,1.36200432717773
