"ERR","MAD","MSE"
0.693138460709765,1.02996974566609,1.88164181382363
0.677555683236226,0.986217220730952,1.75937166147465
0.681149844239557,0.960146872671449,1.63382021564068
0.6565720133945,0.912789413676395,1.52891488387543
0.662568566016393,0.913387767194247,1.51091175968902
0.64339836069989,0.890023700724488,1.47376536282757
0.651781594232824,0.884028045857311,1.43244126439774
0.640983849392669,0.862735548393468,1.38773981272837
0.647892520805466,0.872637334027597,1.40783021662821
0.651777554336604,0.882224456633958,1.42222661124528
