"ERR","MAD","MSE"
0.65527529889946,1.06762730185549,2.25927309081671
0.650023205727904,1.09728630802456,2.42832946322879
0.629636731650154,1.02684831946577,2.19431038759898
0.631591004074226,1.01073669060246,2.11008402484913
0.625123496935577,1.00134131342185,2.09044430588055
0.626710277045847,0.99524211806091,2.05285996628279
0.624267902120251,0.986698387369528,2.02772998813267
0.618893187349563,0.984856009017083,2.03391507821038
0.614623258918561,0.97717018253931,2.01744698254765
0.613770792965424,0.976195392973916,2.03185278554406
