"ERR","MAD","MSE"
0.540118298241806,0.659333622747992,0.931598654221836
0.546716952463642,0.64532776210115,0.873469719991318
0.519505643585848,0.604110592576514,0.798347623182114
0.506997503798567,0.590883438246147,0.780730410245279
0.515058606468418,0.594521923160408,0.776988821358802
0.500360863902757,0.58498480573041,0.779232689385717
0.486373996092902,0.576147710006512,0.780705990883438
0.501109724332537,0.573230952897764,0.736612763186455
0.481213370957239,0.557732797916214,0.722536357716518
0.498157694812242,0.574679835033645,0.745382027349685
