"ERR","MAD","MSE"
0.719653611437412,1.37466234994127,3.51971578374352
0.708642810073633,1.33253617167579,3.40293470475317
0.692365126206916,1.25017820817695,3.04331174970633
0.691900123198579,1.22218749104661,2.89038048305303
0.691655731599003,1.21115978569177,2.84435578603558
0.682788012491763,1.19607598200728,2.81206887660087
0.677764089046787,1.18052431023121,2.76206285992608
0.680153854969487,1.18267083058763,2.78766524367533
0.666508896083431,1.1692622410681,2.76081998682062
0.669620376471937,1.16496031859726,2.74221614187892
