"ERR","MAD","MSE"
0.291140642303433,0.488815060908084,1.04473975636766
0.47452934662237,0.671428571428571,1.262569213732
0.460243632336656,0.615171650055371,1.05681063122924
0.46046511627907,0.643632336655592,1.17984496124031
0.441196013289037,0.597009966777409,1.0703211517165
0.459468438538206,0.62890365448505,1.1093023255814
0.459468438538206,0.628017718715393,1.13410852713178
0.45514950166113,0.638870431893688,1.21384274640089
0.521705426356589,0.690365448504983,1.19557032115172
0.49390919158361,0.659025470653378,1.16821705426357
