"ERR","MAD","MSE"
0.688330535331137,1.02366077440322,1.87052716156892
0.678754185781361,0.984127247753369,1.73752839149288
0.642493423946709,0.90021546113171,1.52294571277236
0.645484742658611,0.887021608956001,1.46119589905646
0.639795222149404,0.881019220928458,1.45156029769546
0.634104803885482,0.863954699297058,1.40517061828367
0.632609144529532,0.857062636346497,1.39166928511792
0.632003608973956,0.851357854007128,1.3739731930442
0.63290181256677,0.84595920602573,1.34998204490569
0.631998222445663,0.844773272046611,1.34224250150374
